Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Pan, R., Wang, G., Wu, M.","57222372958;55823454300;57223011544;","An Attribute-Based Access Control Policy Retrieval Method Based on Binary Sequence",2021,"Security and Communication Networks","2021",,"5582921","","",,,"10.1155/2021/5582921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104471510&doi=10.1155%2f2021%2f5582921&partnerID=40&md5=3558c59d032e97bdf1aa08d373ed56e0",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85104471510
"Yang, S., Tan, C.","57218424240;57218423884;","Detection of Conflicts between Resource Authorization Rules in Extensible Access Control Markup Language Based on Dynamic Description Logic",2020,"Ingenierie des Systemes d'Information","25","3",,"285","294",,,"10.18280/isi.250301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089165556&doi=10.18280%2fisi.250301&partnerID=40&md5=ef140928f1de9e6c59af53cc56691eba",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85089165556
