Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Priyanka, Dave, M.","57208004889;7006803538;","A review of recent Peer-to-Peer botnet detection techniques",2015,"2nd International Conference on Electronics and Communication Systems, ICECS 2015",,,"7124797","1312","1317",,1,"10.1109/ECS.2015.7124797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942626956&doi=10.1109%2fECS.2015.7124797&partnerID=40&md5=312ed3205c0709a0f3e1012d79aa1fd8",Conference Paper,"Final","",Scopus,2-s2.0-84942626956
